title,category,address,website,phone,review_count,review_rating,emails
California Design Co,Graphic designer,"38365 Innovation Ct, Murrieta, CA 92563, United States",http://www.californiadesign.co/,+1 951-445-5542,2,5,bragsdesign@yahoo.com
Mindy Gayer Design Co.,Interior designer,,http://mindygayer.com/,+1 949-932-0221,2,5,"bloglogo@2x.png, arrow@2x.png, mainlogo@2x.png, longlogo@2x-1.png, white-logo@2x.png, footerlogo@2x.png, whitefooter@2x.png"
Annette English Interior Design,Interior designer,"589 N Larchmont Blvd, Los Angeles, CA 90004, United States",http://annetteenglish.com/,+1 888-285-8580,2,5,
Michelle Lisac Interior Design,Interior designer,"1010 Fair Ave Suite E, Santa Cruz, CA 95060, United States",https://www.michellelisacinteriordesign.com/,+1 831-621-2075,2,5,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com"
Holly Kane Interior Design,Interior designer,"34 W Mission St Suite B, Santa Barbara, CA 93101, United States",http://www.hollykane.com/,+1 805-563-3230,2,5,
M2 Design Group Interior Design,Interior designer,"32262 Azores Rd, Dana Point, CA 92629, United States",http://www.them2group.com/,+1 949-558-7500,2,5,
KC INTERIOR DESIGN,Interior designer,"560 N Coast Hwy 101 #9, Encinitas, CA 92024, United States",http://www.kc-interiordesign.com/,+1 858-314-8494,2,5,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com"
C J Design Group,Interior designer,,http://www.cjinteriordesigngroup.com/,+1 818-891-3636,2,5,studio@cjinteriordesigngroup.com
Marla Sher Interior Design,Interior designer,"17755 Corral Del Cielo Rd, Salinas, CA 93908, United States",http://www.marlasherdesign.com/,+1 831-484-4813,2,5,marla@marlasherdesign.com
Habitec Architecture & Interior Design,Architecture firm,"2290 N First St #304, San Jose, CA 95131, United States",http://www.habitec.com/,+1 408-977-0606,2,5,media@habitec.com
Icona Design Group California,Industrial design company,"30243 Tomas, Rancho Santa Margarita, CA 92688, United States",https://icona-designgroup.com/,+1 949-350-6691,1,5,
Speck Design,Industrial design company,"1460 Koll Cir C, San Jose, CA 95112, United States",https://www.speckdesign.com/,+1 650-980-9860,1,5,
"Innovative Design Products, Inc.",Design engineer,"9891 Irvine Center Dr #200, Irvine, CA 92618, United States",http://www.innovativedesignproducts.com/,+1 949-748-1902,1,5,
"Henning, Inc.",Research and product development,"898 N Fair Oaks Ave STE B, Pasadena, CA 91103, United States",http://www.henningproductdevelopment.com/,,1,5,
Robo-Design,Industrial design company,,https://www.robo-design.com/,+1 310-306-9368,1,5,
Studio 20 Design,Industrial design company,"2408 Folsom St suite b, San Francisco, CA 94110, United States",http://studio20designsf.com/,+1 415-589-0960,1,5,dan@studio20designsf.com
Mickus Projects,Industrial design company,"452 Taylor Ave, Alameda, CA 94501, United States",http://www.mickusprojects.com/,+1 917-843-2285,1,5,info@mprojects.com
JDID product design // development,Industrial design company,"1775 Tribute Rd C, Sacramento, CA 95815, United States",http://www.jdidproductdesign.com/,+1 916-400-4717,1,5,
DEVICE ENGINEERING AND PRODUCT DESIGN,Engineering consultant,"2071 S Atlantic Blvd STE C, Monterey Park, CA 91754, United States",,+1 626-219-8027,1,4,
AJProTech | Product Development | Electronics Development | IoT Design | Hardware Engineering,Research and product development,"26565 Agoura Rd Suite 200, Calabasas, CA 91302, United States",https://ajprotech.com/,+1 818-851-1502,1,5,
Manufactur,Design agency,"411 Main St #422, Los Angeles, CA 90013, United States",http://manufactur.co/,+1 213-613-1246,1,5,
Citron Design Group,Interior designer,"380 Junipero Ave, Long Beach, CA 90814, United States",,+1 562-450-0495,1,5,
Canvas Interior Design,Interior designer,"17287 Mt Herrmann St, Fountain Valley, CA 92708, United States",,+1 714-241-3434,1,5,
Living Design Interiors,Interior designer,"8021 Paseo Avellano, Carlsbad, CA 92009, United States",https://livingdesigninteriors.com/,+1 858-243-0505,1,5,beppiem@livingdesigninteriors.com
Design Collaborative,Interior designer,"3440 S Higuera St # 100, San Luis Obispo, CA 93401, United States",https://designcollaborative.design/,+1 805-781-3550,1,5,michele@designcollaborative.design
QUH Studio,Interior architect office,,https://quhstudio.com/,+1 661-488-6711,1,5,qu.hong@quhstudio.com
Avenue A Interiors: Home Staging + Design,Interior designer,"23011 Moulton Pkwy Ste J7, Laguna Hills, CA 92653, United States",http://avenueainteriors.com/,+1 949-550-1885,1,5,info@avenueainteriors.com
Fiorella Design,Interior designer,"2811 Castro Valley Blvd Suite #209, Castro Valley, CA 94546, United States",http://fiorelladesign.com/,+1 510-317-7300,1,5,maryjo@fiorelladesign.com
J L Designs & Interiors LLC - Interior Designers in Los Altos,Interior designer,"1335 Grant Rd, Los Altos, CA 94024, United States",http://www.jldesignsandinteriors.com/?utm_source=Google%20Maps,+1 650-533-3449,1,5,
Sunday Design | Church Interior Design & Branding,Interior designer,,http://sundaydesign.online/,+1 916-672-9060,1,5,yelena@sundaydesign.online
Rancho Interior Design,Interior designer,"3574 Mira Pacific Dr, Oceanside, CA 92056, United States",http://www.ranchointeriordesign.com/,+1 951-956-0661,1,5,
Outerspace Product Design San Diego,Engineering consultant,"4660 La Jolla Village Dr Suite 100, San Diego, CA 92122, United States",https://outer-space.co/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,+1 619-786-8030,0,0,
Stellar Design LLC,Industrial design company,"302 Baldwin Ave, San Mateo, CA 94401, United States",http://www.stellar.design/,+1 650-796-3144,0,0,"user@domain.com, hello@stellar.design"
Maestro Product Design,Design agency,"70 Glenn Way #5, San Carlos, CA 94070, United States",https://maestro.design/,+1 415-335-6333,0,0,info@maestro.design
Silverio Design,Industrial design company,"4716 Mt La Platta Dr, San Diego, CA 92117, United States",http://www.silverio.design/,,0,0,"derek.silverio@gmail.com, derek@silverio.design"
Dip Studio,Industrial design company,"1943 India St, San Diego, CA 92101, United States",https://www.dip.studio/,+1 650-850-2834,0,0,"contact@dip.studio, user@domain.com"
studioFAR,Industrial design company,"3150 18th St #535, San Francisco, CA 94110, United States",http://www.studiofar.com/,+1 415-932-9703,0,0,fernando@studiofar.com
Matter Product Development,Industrial design company,"1705 8th Ave, San Francisco, CA 94122, United States",http://matter.cc/,+1 415-731-9424,0,0,
On Target Design and MFG,Manufacturer,,https://www.ontargetdesignandmfg.com/design-process-2/,+1 619-841-6022,0,0,info@ontargetdesignandmfg.com
ID-3D Product Design,Corporate office,"268 E Hamilton Ave suite b, Campbell, CA 95008, United States",http://www.id-3d.com/,+1 408-866-2255,0,0,
"Element Product Design, Inc.",Engineering consultant,"1777 Yosemite Ave #235, San Francisco, CA 94124, United States",http://www.elementpd.com/,+1 415-810-2006,0,0,
Burns Office Design Studio,Industrial design company,,http://www.burns-office.com/,+1 213-910-9029,0,0,"2@2x.jpg, 2@2x-800x600.jpg, 2@2x-768x576.jpg, 3@2x.jpg, 3@2x-800x534.jpg, 3@2x-768x513.jpg"
Herbst Produkt,Design agency,"303 Potrero St building 42, Santa Cruz, CA 95060, United States",http://www.herbstprodukt.com/,+1 408-439-9525,0,0,
Inceptive Design Group,Design agency,"575 Anton Blvd Suite 1000, Costa Mesa, CA 92626, United States",http://inceptivedg.com/,,0,0,
Compass Product Design Inc,Mechanical engineer,"1061 Serpentine Ln, Pleasanton, CA 94566, United States",,+1 925-462-3116,0,0,
J. W. Reed Design,Industrial design company,,https://www.jwreeddesign.com/,+1 562-485-9097,0,0,
Rise Design & Innovation,Industrial design company,,https://www.hellorisedesign.com/,+1 818-726-2812,0,0,connect@hellorisedesign.com
YAGI DESIGN | Freelance Backpack Designer | Industrial Designer,Industrial design company,,http://www.jaysonyagi.com/,+1 808-542-5815,0,0,jaysonyagi@gmail.com
Yeo Design,Graphic designer,"3223 Ellis St, Berkeley, CA 94703, United States",https://yeodesign.com/,,0,0,
Product Design Associates,Machine shop,"1161 N Knollwood Cir, Anaheim, CA 92801, United States",https://productdesignsusa.com/,+1 714-603-7727,0,0,
INSPIRE DIGITAL STUDIO,Design agency,"3333 Michelson Dr #500, Irvine, CA 92612, United States",http://www.branddynamix.com/,+1 949-533-5438,0,0,
XYZ Limitless,Industrial design company,,https://xyzlimitless.com/,+1 213-444-2307,0,0,"micah@micahrich.com, info@indiantypefoundry.com"
Acorn Product Development,Engineering consultant,"39899 Balentine Dr # 161, Newark, CA 94560, United States",http://www.acornpd.com/,+1 510-249-9699,0,0,info@acornpd.com
logo innovatives,Design agency,"1255 Treat Blvd, Walnut Creek, CA 94597, United States",https://www.logoinnovatives.com/,+1 925-474-4174,0,0,support@logoinnovatives.com
Italic Studio,Design agency,"12326 Venice Blvd., Los Angeles, CA 90066, United States",http://italic-studio.com/,+1 310-421-4917,0,0,hey@italic-studio.com
AWOL Company,Design agency,"Whizins Mall Shopping Center, 28914 Roadside Dr, Agoura Hills, CA 91301, United States",https://awolcompany.com/,+1 415-271-9489,0,0,
SolidMasters Product Design,Engineering consultant,"110 E Wilshire Ave #G4, Fullerton, CA 92832, United States",http://www.solidmasters.com/,+1 714-888-5621,0,0,
"Kraftwerk Design, Inc.",Graphic designer,"710 Fiero Ln STE 17, San Luis Obispo, CA 93401, United States",http://www.kraftwerkdesign.com/,+1 805-785-0589,0,0,slo@kraftwerkdesign.com
Sunny Industrial Design,Industrial design company,,http://sunnyindustrial.com/,+1 949-257-5727,0,0,
Julia Wong Designs,Interior designer,"4349 Park Vicente, Calabasas, CA 91302, United States",https://www.juliawongdesigns.com/,+1 818-223-8886,0,0,info@juliawongdesigns.com
